"","edgeuid","total_bikers"
"54300",153785721,470
"54301",153785723,470
"54302",153785725,320
"54303",153785727,470
"54304",153785730,470
"54305",153785731,430
"54306",153785735,455
"54307",153785737,475
"54308",153785738,475
"54309",153785740,475
"54310",153785742,475
"54311",153785743,10
"54312",153785744,10
"54313",153785745,10
"54314",153785750,5
"54315",153785754,5
"54316",153785755,3595
"54317",153785757,5
"54318",153785759,3575
"54319",153785761,5
"54320",153785762,5
"54321",153785764,5
"54322",153785766,5
"54323",153785769,5
"54324",153785770,3570
"54325",153785772,3575
"54326",153785773,3600
"54327",153785787,5
"54328",153785789,5
"54329",153785790,65
"54330",153785791,65
"54331",153785795,5
"54332",153785796,25
"54333",153785797,5
"54334",153785800,30
"54335",153785801,30
"54336",153785802,30
"54337",153785815,10
"54338",153785816,10
"54339",153785817,5
"54340",153785818,3490
"54341",153785821,3405
"54342",153785826,3395
"54343",153785827,30
"54344",153785828,55
"54345",153785829,85
"54346",153785830,70
"54347",153785831,3370
"54348",153785832,3365
"54349",153785833,3360
"54350",153785834,1815
"54351",153785836,3340
"54352",153785837,3345
"54353",153785847,55
"54354",153785848,55
"54355",153785849,5
"54356",153785856,3400
"54357",153785862,3410
"54358",153785863,3405
"54359",153785864,3405
"54360",153785865,3410
"54361",153785879,3420
"54362",153785887,60
"54363",153785891,60
"54364",153785893,5
"54365",153785907,65
"54366",153785908,70
"54367",153785912,70
"54368",153785913,70
"54369",153785917,390
"54370",153785922,390
"54371",153785924,390
"54372",153785936,1220
"54373",153785937,295
"54374",153785938,10
"54375",153785939,1125
"54376",153785940,1225
"54377",153785944,1180
"54378",153785947,1200
"54379",153785948,665
"54380",153785949,1220
"54381",153785951,1220
"54382",153785957,25
"54383",153785959,20
"54384",153785960,10
"54385",153785961,10
"54386",153785963,25
"54387",153785965,10
"54388",153785983,25
"54389",153785986,10
"54390",153785989,10
"54391",153785993,10
"54392",153785994,10
"54393",153785996,10
"54394",153786005,1180
"54395",153786006,1980
"54396",153786007,5
"54397",153786008,1180
"54398",153786011,1630
"54399",153786014,1230
"54400",153786016,1795
"54401",153786018,1340
"54402",153786019,1355
"54403",153786021,1355
"54404",153786023,1770
"54405",153786036,1775
"54406",153786038,1355
"54407",153786040,1360
"54408",153786042,35
"54409",153786043,1770
"54410",153786044,1285
"54411",153786048,1150
"54412",153786064,2015
"54413",153786068,1145
"54414",153786069,1140
"54415",153786071,2010
"54416",153786073,1225
"54417",153786076,1230
"54418",153786078,1225
"54419",153786079,1240
"54420",153786080,1275
"54421",153786081,1265
"54422",153786083,10
"54423",153786084,1265
"54424",153786085,1145
"54425",153786087,1260
"54426",153786089,865
"54427",153786092,1235
"54428",153786093,1230
"54429",153786094,800
"54430",153786096,10
"54431",153786098,20
"54432",153786099,30
"54433",153786100,40
"54434",153786103,10
"54435",153786104,10
"54436",153786105,10
"54437",153786109,55
"54438",153786114,55
"54439",153786116,40
"54440",153786118,65
"54441",153786119,65
"54442",153786121,55
"54443",153786122,40
"54444",153786123,40
"54445",153786124,35
"54446",153786128,20
"54447",153786129,20
"54448",153786130,25
"54449",153786131,20
"54450",153786133,25
"54451",153786134,35
"54452",153786135,35
"54453",153786136,45
"54454",153786137,45
"54455",153786138,45
"54456",153786163,10
"54457",153786165,10
"54458",153786166,10
"54459",153786170,10
"54460",153786175,1235
"54461",153786176,1215
"54462",153786178,1195
"54463",153786181,1125
"54464",153786183,10
"54465",153786184,1245
"54466",153786187,960
"54467",153786189,1195
"54468",153786190,1195
"54469",153786199,1255
"54470",153786200,1275
"54471",153786203,1180
"54472",153786205,1275
"54473",153786206,1070
"54474",153786209,1070
"54475",153786210,1120
"54476",153786213,1260
"54477",153786218,1265
"54478",153786220,5
"54479",153786221,1265
"54480",153786223,1260
"54481",153786225,1240
"54482",153786226,10
"54483",153786246,25
"54484",153786247,25
"54485",153786249,25
"54486",153786250,30
"54487",153786258,3600
"54488",153786259,3735
"54489",153786267,2535
"54490",153786271,3515
"54491",153786278,3605
"54492",153786279,3585
"54493",153786295,5
"54494",153786298,5
"54495",153786299,475
"54496",153786300,65
"54497",153786302,1245
"54498",153786303,1175
"54499",153786304,10
"54500",153786310,10
"54501",153786311,10
"54502",153786315,3590
"54503",153786316,2760
"54504",153786321,30
"54505",153786322,30
"54506",153786323,30
"54507",153786326,30
"54508",153786328,30
"54509",153786332,2780
"54510",153786334,3365
"54511",153786338,3610
"54512",153786341,3575
"54513",153786342,3615
"54514",153786360,30
"54515",153786365,3590
"54516",153786366,10
"54517",153786367,3590
"54518",153786368,10
"54519",153786371,3625
"54520",153786372,10
"54521",153786374,3610
"54522",153786398,10
"54523",153786401,10
"54524",153786402,10
"54525",153786405,10
"54526",153786434,10
"54527",153786435,10
"54528",153786436,1110
"54529",153786437,945
"54530",153786438,2755
"54531",153786439,15
"54532",153786442,3245
"54533",153786443,3110
"54534",153786445,3205
"54535",153786448,1285
"54536",153786449,45
"54537",153786450,15
"54538",153786451,940
"54539",153786452,1230
"54540",153786455,30
"54541",153786456,20
"54542",153786459,30
"54543",153786463,15
"54544",153786465,3205
"54545",153786466,3205
"54546",153786467,10
"54547",153786469,3275
"54548",153786471,3250
"54549",153786473,10
"54550",153786474,15
"54551",153786512,65
"54552",153786513,65
"54553",153786515,3215
"54554",153786517,3220
"54555",153786518,3220
"54556",153786524,3215
"54557",153786526,3220
"54558",153786529,65
"54559",153786531,5
"54560",153786532,3215
"54561",153786533,15
"54562",153786534,40
"54563",153786539,45
"54564",153786545,30
"54565",153786551,40
"54566",153786556,35
"54567",153786558,40
"54568",153786559,30
"54569",153786572,10
"54570",153786573,10
"54571",153786581,10
"54572",153786587,65
"54573",153786589,65
"54574",153786599,3295
"54575",153786600,195
"54576",153786601,1605
"54577",153786607,2670
"54578",153786609,2645
"54579",153786611,2645
"54580",153786613,2630
"54581",153786614,2505
"54582",153786615,190
"54583",153786619,175
"54584",153786620,175
"54585",153786621,170
"54586",153786636,5
"54587",153786638,5
"54588",153786660,5
"54589",153786664,5
"54590",153786665,5
"54591",153786670,5
"54592",153786671,5
"54593",153786675,5
"54594",153786676,5
"54595",153786699,165
"54596",153786700,160
"54597",153786707,150
"54598",153786722,135
"54599",153786727,135
"54600",153786729,135
"54601",153786759,5230
"54602",153786760,35
"54603",153786761,2605
"54604",153786762,3145
"54605",153786764,5220
"54606",153786766,3615
"54607",153786768,5710
"54608",153786770,2665
"54609",153786772,2035
"54610",153786775,2895
"54611",153786791,5210
"54612",153786796,5
"54613",153786798,5
"54614",153786802,5
"54615",153786803,5
"54616",153786809,5
"54617",153786811,5
"54618",153786815,115
"54619",153786816,115
"54620",153786818,110
"54621",153786822,5
"54622",153786824,165
"54623",153786825,140
"54624",153786826,5
"54625",153786829,90
"54626",153786830,25
"54627",153786831,95
"54628",153786832,95
"54629",153786833,100
"54630",153786834,105
"54631",153786837,55
"54632",153786842,55
"54633",153786844,65
"54634",153786852,40
"54635",153786853,55
"54636",153786854,65
"54637",153786855,5
"54638",153786856,20
"54639",153786858,35
"54640",153786859,35
"54641",153786860,5
"54642",153786861,10
"54643",153786863,15
"54644",153786864,15
"54645",153786865,10
"54646",153786867,30
"54647",153786868,30
"54648",153786870,15
"54649",153786871,10
"54650",153786872,5
"54651",153786874,5
"54652",153786876,5
"54653",153786880,25
"54654",153786881,25
"54655",153786883,5
"54656",153786884,5
"54657",153786885,5
"54658",153786887,120
"54659",153786896,50
"54660",153786899,50
"54661",153786901,50
"54662",153786903,50
"54663",153786907,105
"54664",153786909,120
"54665",153786910,120
"54666",153786912,50
"54667",153786913,10
"54668",153786914,35
"54669",153786917,50
"54670",153786918,5
"54671",153786920,5
"54672",153786921,40
"54673",153786922,55
"54674",153786924,55
"54675",153786925,55
"54676",153786927,115
"54677",153786928,10
"54678",153786929,25
"54679",153786930,10
"54680",153786931,20
"54681",153786932,25
"54682",153786933,5
"54683",153786934,15
"54684",153786935,10
"54685",153786936,5
"54686",153786937,25
"54687",153786938,5
"54688",153786941,5
"54689",153786943,5
"54690",153786953,30
"54691",153786954,30
"54692",153786956,25
"54693",153786959,20
"54694",153786960,15
"54695",153786961,60
"54696",153786973,5
"54697",153786974,5
"54698",153786976,5
"54699",153786977,5
"54700",153786979,5
"54701",153786981,5
"54702",153786982,5
"54703",153786983,5
"54704",153786997,5
"54705",153786999,1545
"54706",153787000,1540
"54707",153787003,35
"54708",153787004,1530
"54709",153787005,35
"54710",153787007,35
"54711",153787009,35
"54712",153787013,5
"54713",153787014,10
"54714",153787016,10
"54715",153787017,5
"54716",153787018,5
"54717",153787023,240
"54718",153787024,435
"54719",153787025,230
"54720",153787026,450
"54721",153787027,5
"54722",153787028,480
"54723",153787029,965
"54724",153787030,240
"54725",153787031,90
"54726",153787032,30
"54727",153787033,495
"54728",153787037,50
"54729",153787040,5
"54730",153787041,5
"54731",153787042,5
"54732",153787043,5
"54733",153787044,5
"54734",153787045,65
"54735",153787047,55
"54736",153787049,10
"54737",153787050,55
"54738",153787052,35
"54739",153787054,35
"54740",153787056,35
"54741",153787057,35
"54742",153787058,5
"54743",153787059,10
"54744",153787061,15
"54745",153787062,5
"54746",153787063,70
"54747",153787064,80
"54748",153787065,70
"54749",153787067,105
"54750",153787068,95
"54751",153787069,60
"54752",153787071,40
"54753",153787072,35
"54754",153787073,75
"54755",153787074,70
"54756",153787075,75
"54757",153787077,50
"54758",153787086,5
"54759",153787088,260
"54760",153787092,260
"54761",153787094,260
"54762",153787095,270
"54763",153787097,250
"54764",153787098,5
"54765",153787099,255
"54766",153787100,250
"54767",153787102,265
"54768",153787103,270
"54769",153787105,270
"54770",153787106,265
"54771",153787107,5
"54772",153787110,5
"54773",153787111,5
"54774",153787112,5
"54775",153787115,370
"54776",153787116,15
"54777",153787117,265
"54778",153787118,265
"54779",153787119,275
"54780",153787120,410
"54781",153787121,230
"54782",153787122,100
"54783",153787123,45
"54784",153787124,415
"54785",153787126,5
"54786",153787128,410
"54787",153787129,415
"54788",153787130,260
"54789",153787131,415
"54790",153787132,680
"54791",153787134,385
"54792",153787135,455
"54793",153787137,15
"54794",153787138,5
"54795",153787140,5
"54796",153787143,5
"54797",153787145,20
"54798",153787147,10
"54799",153787148,5
"54800",153787149,5
"54801",153787154,810
"54802",153787155,765
"54803",153787157,765
"54804",153787163,765
"54805",153787165,20
"54806",153787167,25
"54807",153787168,10
"54808",153787169,10
"54809",153787171,5
"54810",153787174,20
"54811",153787178,75
"54812",153787179,60
"54813",153787180,15
"54814",153787181,5
"54815",153787182,5
"54816",153787188,15
"54817",153787189,15
"54818",153787191,15
"54819",153787192,70
"54820",153787193,70
"54821",153787195,75
"54822",153787196,70
"54823",153787198,5
"54824",153787199,395
"54825",153787200,5
"54826",153787202,5
"54827",153787203,10
"54828",153787205,405
"54829",153787206,475
"54830",153787208,20
"54831",153787209,20
"54832",153787211,420
"54833",153787212,15
"54834",153787213,390
"54835",153787215,110
"54836",153787217,50
"54837",153787218,95
"54838",153787219,5
"54839",153787220,35
"54840",153787221,375
"54841",153787222,380
"54842",153787223,40
"54843",153787224,50
"54844",153787225,95
"54845",153787227,365
"54846",153787228,90
"54847",153787229,230
"54848",153787230,5
"54849",153787231,405
"54850",153787232,240
"54851",153787234,45
"54852",153787235,10
"54853",153787236,190
"54854",153787237,60
"54855",153787242,100
"54856",153787243,55
"54857",153787245,55
"54858",153787247,45
"54859",153787248,50
"54860",153787253,55
"54861",153787254,100
"54862",153787256,20
"54863",153787258,60
"54864",153787259,60
"54865",153787261,40
"54866",153787262,40
"54867",153787263,20
"54868",153787265,20
"54869",153787266,20
"54870",153787268,20
"54871",153787270,15
"54872",153787272,10
"54873",153787273,30
"54874",153787274,20
"54875",153787275,20
"54876",153787278,10
"54877",153787280,35
"54878",153787282,35
"54879",153787284,35
"54880",153787286,10
"54881",153787287,25
"54882",153787288,40
"54883",153787298,2010
"54884",153787299,1150
"54885",153787301,1960
"54886",153787302,1185
"54887",153787303,1240
"54888",153787304,60
"54889",153787305,70
"54890",153787310,1165
"54891",153787311,1895
"54892",153787313,1165
"54893",153787316,1145
"54894",153787319,1890
"54895",153787320,1135
"54896",153787323,1145
"54897",153787324,1025
"54898",153787326,1885
"54899",153787327,1065
"54900",153787330,1155
"54901",153787331,630
"54902",153787333,1880
"54903",153787336,1135
"54904",153787338,820
"54905",153787344,1860
"54906",153787345,860
"54907",153787347,845
"54908",153787351,1765
"54909",153787352,1235
"54910",153787355,1275
"54911",153787357,70
"54912",153787358,65
"54913",153787363,60
"54914",153787375,1275
"54915",153787376,1730
"54916",153787377,40
"54917",153787378,355
"54918",153787379,1275
"54919",153787381,725
"54920",153787382,2640
"54921",153787384,1455
"54922",153787388,1470
"54923",153787391,1380
"54924",153787393,1135
"54925",153787400,45
"54926",153787401,60
"54927",153787402,5
"54928",153787403,5
"54929",153787404,5
"54930",153787406,1470
"54931",153787408,1480
"54932",153787411,1470
"54933",153787412,1370
"54934",153787417,1465
"54935",153787427,895
"54936",153787428,875
"54937",153787429,875
"54938",153787442,2610
"54939",153787444,2600
"54940",153787448,2580
"54941",153787450,2165
"54942",153787451,2255
"54943",153787456,2590
"54944",153787458,2580
"54945",153787464,2565
"54946",153787465,2595
"54947",153787470,4670
"54948",153787472,4685
"54949",153787473,3735
"54950",153787474,4425
"54951",153787475,4690
"54952",153787478,895
"54953",153787479,4675
"54954",153787480,530
"54955",153787509,130
"54956",153787522,135
"54957",153787525,140
"54958",153787526,140
"54959",153787528,145
"54960",153787549,2605
"54961",153787551,2600
"54962",153787552,2600
"54963",153787553,2585
"54964",153787555,2585
"54965",153787556,1630
"54966",153787565,2570
"54967",153787566,2580
"54968",153787568,5
"54969",153787572,5
"54970",153787574,2595
"54971",153787576,2610
"54972",153787577,2295
"54973",153787578,1240
"54974",153787579,470
"54975",153787582,660
"54976",153787583,470
"54977",153787589,10
"54978",153787592,10
"54979",153787594,1585
"54980",153787595,1580
"54981",153787613,890
"54982",153787615,890
"54983",153787617,885
"54984",153787620,885
"54985",153787621,890
"54986",153787622,885
"54987",153787623,6205
"54988",153787626,6200
"54989",153787631,6205
"54990",153787632,6210
"54991",153787637,5
"54992",153787638,6200
"54993",153787640,5
"54994",153787641,5930
"54995",153787646,6140
"54996",153787655,2320
"54997",153787656,5
"54998",153787657,20
"54999",153787670,6125
"55000",153787672,5
"55001",153787673,5135
"55002",153787675,445
"55003",153787676,180
"55004",153787678,130
"55005",153787679,365
"55006",153787681,1485
"55007",153787683,5150
"55008",153787684,730
"55009",153787685,790
"55010",153787686,40
"55011",153787692,325
"55012",153787693,3930
"55013",153787696,4155
"55014",153787709,4860
"55015",153787711,4840
"55016",153787714,4830
"55017",153787715,4820
"55018",153787719,4820
"55019",153787721,4710
